                       Time(s)                         E(mV)                         I(mA)
                     12.700000                    127.815689                     -0.029312
                     12.800000                    128.823242                     -0.029264
                     12.900000                    129.813980                     -0.029597
                     13.000000                    130.813126                     -0.029762
                     13.100000                    131.803879                     -0.029987
                     13.200000                    132.803024                     -0.029859
                     13.300000                    133.793777                     -0.029861
                     13.400000                    134.792923                     -0.029838
                     13.500000                    135.808868                     -0.029612
                     13.600000                    136.791214                     -0.029442
                     13.700000                    137.790359                     -0.029729
                     13.800000                    138.806320                     -0.029585
                     13.900000                    139.805466                     -0.029730
                     14.000000                    140.829788                     -0.029783
                     14.100000                    141.812134                     -0.029521
                     14.200000                    142.802902                     -0.029773
                     14.300000                    143.802048                     -0.029522
                     14.400000                    144.801193                     -0.029461
                     14.500000                    145.775146                     -0.029776
                     14.600000                    146.816284                     -0.029446
                     14.700000                    147.807022                     -0.029666
                     14.800000                    148.822968                     -0.029733
                     14.900000                    149.805328                     -0.029659
                     15.000000                    150.796066                     -0.029416
                     15.100000                    151.812012                     -0.029498
                     15.200000                    152.819565                     -0.029405
                     15.300000                    153.801910                     -0.029533
                     15.400000                    154.809464                     -0.029788
                     15.500000                    155.817001                     -0.029578
                     15.600000                    156.790955                     -0.029868
                     15.700000                    157.815308                     -0.029453
                     15.800000                    158.814453                     -0.029587
                     15.900000                    159.821991                     -0.029697
                     16.000000                    160.795944                     -0.029583
                     16.100000                    161.795090                     -0.029541
                     16.200001                    162.794235                     -0.029603
                     16.299999                    163.826965                     -0.029526
                     16.400000                    164.800934                     -0.029500
                     16.500000                    165.833664                     -0.029578
                     16.600000                    166.824417                     -0.029656
                     16.700001                    167.798370                     -0.029669
                     16.799999                    168.814316                     -0.029662
                     16.900000                    169.805069                     -0.029525
                     17.000000                    170.812607                     -0.029632
                     17.100000                    171.803375                     -0.029763
                     17.200001                    172.827698                     -0.029450
                     17.299999                    173.818451                     -0.029243
                     17.400000                    174.809189                     -0.029499
                     17.500000                    175.799957                     -0.029474
                     17.600000                    176.799103                     -0.029973
                     17.700001                    177.823441                     -0.029679
                     17.799999                    178.805786                     -0.029621
                     17.900000                    179.813339                     -0.029742
                     18.000000                    180.829285                     -0.029791
                     18.100000                    181.786438                     -0.029615
                     18.200001                    182.810776                     -0.029776
                     18.299999                    183.826721                     -0.029699
                     18.400000                    184.809067                     -0.029858
                     18.500000                    185.799820                     -0.029694
                     18.600000                    186.782181                     -0.029660
                     18.700001                    187.814911                     -0.029505
                     18.799999                    188.822464                     -0.029578
                     18.900000                    189.813202                     -0.029569
                     19.000000                    190.812363                     -0.029655
                     19.100000                    191.811508                     -0.029725
                     19.200001                    192.810654                     -0.029956
                     19.299999                    193.809799                     -0.029307
                     19.400000                    194.808945                     -0.029470
                     19.500000                    195.799698                     -0.029415
                     19.600000                    196.807236                     -0.029424
                     19.700001                    197.856766                     -0.029606
                     19.799999                    198.813934                     -0.029029
