                       Time(s)                         E(mV)                         I(mA)
                      1.220000                   -755.740784                     -2.563713
                      1.230000                   -753.894836                     -2.534794
                      1.240000                   -752.048950                     -2.521224
                      1.250000                   -749.699585                     -2.530044
                      1.260000                   -747.685913                     -2.603827
                      1.270000                   -745.672180                     -2.536320
                      1.280000                   -743.658386                     -2.561847
                      1.290000                   -741.728638                     -2.517239
                      1.300000                   -739.798828                     -2.482468
                      1.310000                   -737.868958                     -2.469068
                      1.320000                   -736.023071                     -2.464319
                      1.330000                   -733.925415                     -2.457025
                      1.340000                   -731.659973                     -2.449054
                      1.350000                   -729.981873                     -2.444898
                      1.360000                   -727.800293                     -2.441421
                      1.370000                   -725.618835                     -2.437435
                      1.380000                   -723.688965                     -2.433025
                      1.390000                   -721.759216                     -2.430905
                      1.400000                   -719.661560                     -2.424205
                      1.410000                   -717.899536                     -2.414367
                      1.420000                   -715.718018                     -2.416233
                      1.430000                   -713.788208                     -2.403003
                      1.440000                   -711.522766                     -2.391639
                      1.450000                   -709.760742                     -2.383328
                      1.460000                   -707.998657                     -2.383158
                      1.470000                   -705.984985                     -2.372218
                      1.480000                   -703.635681                     -2.377137
                      1.490000                   -701.705811                     -2.377391
                      1.500000                   -699.776001                     -2.370183
                      1.510000                   -697.846252                     -2.365434
                      1.520000                   -695.748596                     -2.726034
                      1.530000                   -693.734802                     -2.722727
                      1.540000                   -691.888916                     -2.729681
                      1.550000                   -689.707397                     -2.716281
                      1.560000                   -687.777588                     -2.697030
                      1.570000                   -685.763794                     -2.677355
                      1.580000                   -684.001831                     -2.668111
                      1.590000                   -681.652466                     -2.662683
                      1.600000                   -679.890503                     -2.646909
                      1.610000                   -677.625061                     -2.631474
                      1.620000                   -675.611267                     -2.621382
                      1.630000                   -673.849304                     -3.134382
                      1.640000                   -671.919495                     -2.953148
                      1.650000                   -669.905762                     -2.917614
                      1.660000                   -667.975952                     -2.634273
                      1.670000                   -665.710510                     -2.670146
                      1.680000                   -663.864624                     -2.665312
                      1.690000                   -661.431335                     -2.793032
                      1.700000                   -659.753174                     -2.684648
                      1.710000                   -657.655640                     -2.447781
                      1.720000                   -655.809631                     -2.459400
                      1.730000                   -653.795959                     -2.214307
                      1.740000                   -651.782227                     -2.323878
                      1.750000                   -649.852417                     -2.461605
                      1.760000                   -648.174316                     -2.134334
                      1.770000                   -645.741089                     -2.281559
                      1.780000                   -643.727356                     -2.102955
                      1.790000                   -641.881409                     -2.146970
                      1.800000                   -639.615967                     -2.266039
                      1.810000                   -637.518311                     -2.363737
                      1.820000                   -635.924133                     -2.080481
                      1.830000                   -633.742554                     -2.538271
                      1.840000                   -631.812805                     -2.472121
                      1.850000                   -630.218567                     -2.064707
                      1.860000                   -627.869263                     -2.240512
                      1.870000                   -625.687683                     -2.340161
                      1.880000                   -623.925720                     -2.479245
                      1.890000                   -621.911987                     -2.518935
                      1.900000                   -619.898254                     -2.519359
                      1.910000                   -617.716675                     -2.306577
                      1.920000                   -615.786865                     -2.513168
                      1.930000                   -613.689270                     -2.541833
                      1.940000                   -611.675537                     -2.324556
                      1.950000                   -609.745728                     -2.314549
                      1.960000                   -607.815857                     -2.303355
                      1.970000                   -605.634399                     -2.315228
                      1.980000                   -603.704529                     -2.314719
                      1.990000                   -601.858643                     -2.302506
                      2.000000                   -599.593201                     -2.500277
                      2.010000                   -597.663391                     -2.252131
                      2.020000                   -595.817444                     -2.413774
                      2.030000                   -593.803711                     -2.275283
                      2.040000                   -591.622192                     -2.237290
                      2.050000                   -589.608459                     -2.236442
                      2.060000                   -587.510864                     -2.239834
                      2.070000                   -585.832764                     -2.233049
                      2.080000                   -583.567322                     -2.228130
                      2.090000                   -581.805298                     -2.237968
                      2.100000                   -579.791565                     -2.244583
                      2.110000                   -577.777832                     -2.200483
                      2.120000                   -575.848022                     -2.377306
                      2.130000                   -573.666504                     -2.203367
                      2.140000                   -571.820557                     -2.181995
                      2.150000                   -569.639038                     -2.179366
                      2.160000                   -567.960938                     -2.190815
                      2.170000                   -565.779419                     -2.180808
                      2.180000                   -563.513977                     -2.163507
                      2.190000                   -561.835815                     -2.375780
                      2.200000                   -559.654297                     -2.135267
                      2.210000                   -557.808411                     -2.128567
                      2.220000                   -555.542969                     -2.308697
                      2.230000                   -553.613159                     -2.307595
                      2.240000                   -551.767212                     -2.303100
                      2.250000                   -549.417847                     -2.100495
                      2.260000                   -548.075439                     -2.131026
                      2.270000                   -545.642151                     -2.087011
                      2.280000                   -543.880127                     -2.080057
                      2.290000                   -541.614685                     -2.073527
                      2.300000                   -539.768738                     -2.067590
                      2.310000                   -537.755066                     -2.068438
                      2.320000                   -535.657410                     -2.062162
                      2.330000                   -533.727600                     -2.055802
                      2.340000                   -531.546082                     -2.048509
                      2.350000                   -530.035767                     -2.043674
                      2.360000                   -527.854248                     -2.043081
                      2.370000                   -525.756592                     -2.047661
                      2.380000                   -523.658936                     -2.039265
                      2.390000                   -521.813049                     -2.032904
                      2.400000                   -519.715393                     -2.150956
                      2.410000                   -517.953430                     -1.847176
                      2.420000                   -515.771851                     -1.889410
                      2.430000                   -513.842102                     -1.841409
                      2.440000                   -511.492706                     -1.839289
                      2.450000                   -509.730713                     -1.833098
                      2.460000                   -507.633087                     -1.832844
                      2.470000                   -505.787170                     -1.824787
                      2.480000                   -503.689545                     -1.819614
                      2.490000                   -501.843597                     -1.815373
                      2.500000                   -499.829895                     -1.807317
                      2.510000                   -497.816162                     -1.817493
                      2.520000                   -495.802460                     -1.808674
                      2.530000                   -493.872620                     -1.803670
                      2.540000                   -491.691071                     -1.797394
                      2.550000                   -489.845184                     -1.784334
                      2.560000                   -487.915344                     -1.786624
                      2.570000                   -485.733795                     -1.790440
                      2.580000                   -483.804016                     -1.777719
                      2.590000                   -481.706360                     -1.768560
                      2.600000                   -479.524841                     -2.182335
                      2.610000                   -477.595032                     -2.161981
                      2.620000                   -475.749084                     -2.157316
                      2.630000                   -473.819275                     -2.149853
                      2.640000                   -471.721649                     -2.136030
                      2.650000                   -469.875763                     -2.134334
                      2.660000                   -467.862000                     -1.757959
                      2.670000                   -465.512665                     -1.756602
                      2.680000                   -463.582825                     -1.761521
                      2.690000                   -461.736938                     -1.756008
                      2.700000                   -459.723206                     -1.751344
                      2.710000                   -457.793396                     -1.748715
                      2.720000                   -455.611847                     -1.743117
                      2.730000                   -453.849854                     -1.735146
                      2.740000                   -451.668304                     -1.734976
                      2.750000                   -449.654572                     -1.741337
                      2.760000                   -447.808685                     -1.721067
                      2.770000                   -445.627136                     -1.710212
                      2.780000                   -443.697296                     -1.699527
                      2.790000                   -442.019196                     -1.702495
                      2.800000                   -439.585968                     -1.699611
                      2.810000                   -437.823944                     -1.703173
                      2.820000                   -435.726318                     -1.711060
                      2.830000                   -433.544769                     -1.708092
                      2.840000                   -431.866669                     -1.703852
                      2.850000                   -429.852936                     -1.702749
                      2.860000                   -427.671417                     -1.695032
                      2.870000                   -425.825500                     -1.695286
                      2.880000                   -423.560059                     -2.050544
                      2.890000                   -421.546326                     -1.687653
                      2.900000                   -419.868225                     -1.682735
                      2.910000                   -417.518890                     -2.099732
                      2.920000                   -415.672974                     -1.665688
                      2.930000                   -413.659241                     -1.658904
                      2.940000                   -411.813354                     -1.656784
                      2.950000                   -409.463989                     -1.658225
                      2.960000                   -407.618073                     -1.653815
                      2.970000                   -405.856079                     -1.647285
                      2.980000                   -403.758423                     -1.653815
                      2.990000                   -401.576874                     -1.646013
                      3.000000                   -399.814880                     -1.641349
                      3.010000                   -397.801147                     -1.643723
                      3.020000                   -395.619598                     -1.639144
                      3.030000                   -393.857605                     -1.638720
                      3.040000                   -392.011719                     -1.634055
                      3.050000                   -389.578461                     -1.647116
                      3.060000                   -387.732544                     -1.625490
                      3.070000                   -385.634888                     -1.627779
                      3.080000                   -383.705078                     -1.600980
                      3.090000                   -381.859161                     -1.595637
                      3.100000                   -379.845459                     -1.591312
                      3.110000                   -377.747803                     -1.587496
                      3.120000                   -375.650177                     -1.584782
                      3.130000                   -373.804260                     -1.583595
                      3.140000                   -371.538818                     -1.574605
                      3.150000                   -369.525085                     -1.561799
                      3.160000                   -367.846985                     -1.559086
                      3.170000                   -365.917206                     -1.556626
                      3.180000                   -363.735657                     -1.562902
                      3.190000                   -361.889709                     -1.554676
                      3.200000                   -359.792114                     -1.550605
                      3.210000                   -357.694489                     -1.556541
                      3.220000                   -355.596832                     -1.542887
                      3.230000                   -353.834839                     -1.540089
                      3.240000                   -351.569397                     -1.535000
                      3.250000                   -349.807404                     -1.529233
                      3.260000                   -347.625854                     -1.527198
                      3.270000                   -345.528229                     -1.526265
                      3.280000                   -343.682281                     -1.525671
                      3.290000                   -341.416870                     -1.520837
                      3.300000                   -339.570953                     -1.515410
                      3.310000                   -337.389404                     -1.511678
                      3.320000                   -335.963013                     -1.508201
                      3.330000                   -333.613678                     -1.503197
                      3.340000                   -331.599945                     -1.501247
                      3.350000                   -329.754028                     -1.499296
                      3.360000                   -327.656433                     -1.494971
                      3.370000                   -325.558777                     -1.491240
                      3.380000                   -323.712860                     -1.487339
                      3.390000                   -321.783051                     -1.486660
                      3.400000                   -320.021057                     -1.483437
                      3.410000                   -317.671661                     -1.479536
                      3.420000                   -315.741852                     -1.478603
                      3.430000                   -313.812042                     -1.473854
                      3.440000                   -311.462708                     -1.471734
                      3.450000                   -309.868500                     -1.466306
                      3.460000                   -307.770874                     -1.463169
                      3.470000                   -305.673248                     -1.458334
                      3.480000                   -303.491699                     -1.455366
                      3.490000                   -301.729706                     -1.451465
                      3.500000                   -299.799866                     -1.449260
                      3.510000                   -297.702240                     -1.449175
                      3.520000                   -295.604614                     -1.445444
                      3.530000                   -293.674805                     -1.441712
                      3.540000                   -291.744995                     -1.438829
                      3.550000                   -289.563446                     -1.436030
                      3.560000                   -287.633636                     -1.432723
                      3.570000                   -285.619873                     -1.430602
                      3.580000                   -283.690094                     -1.427719
                      3.590000                   -281.844177                     -1.422800
                      3.600000                   -279.662628                     -1.423055
                      3.610000                   -277.816711                     -1.418051
                      3.620000                   -275.802979                     -1.414659
                      3.630000                   -273.705353                     -1.413387
                      3.640000                   -271.523834                     -1.409825
                      3.650000                   -269.761810                     -1.407111
                      3.660000                   -267.915894                     -1.406348
                      3.670000                   -265.650452                     -1.401344
                      3.680000                   -263.636719                     -1.399054
                      3.690000                   -261.790802                     -1.394899
                      3.700000                   -259.273651                     -1.391591
                      3.710000                   -257.595551                     -1.389556
                      3.720000                   -255.665741                     -1.385231
                      3.730000                   -253.652008                     -1.383195
                      3.740000                   -251.722183                     -1.377852
                      3.750000                   -249.540665                     -1.376156
                      3.760000                   -247.778641                     -1.371661
                      3.770000                   -245.681000                     -1.368608
                      3.780000                   -243.415573                     -1.366064
                      3.790000                   -241.821365                     -1.364877
                      3.800000                   -239.807648                     -1.362248
                      3.810000                   -237.626129                     -1.359449
                      3.820000                   -235.612381                     -1.355378
                      3.830000                   -233.514771                     -1.354361
                      3.840000                   -231.668854                     -1.349357
                      3.850000                   -229.655121                     -1.345541
                      3.860000                   -227.557480                     -1.344269
                      3.870000                   -225.543762                     -1.340961
                      3.880000                   -223.613953                     -1.337993
                      3.890000                   -221.600204                     -1.335449
                      3.900000                   -219.586487                     -1.332904
                      3.910000                   -217.572769                     -1.329258
                      3.920000                   -215.726852                     -1.328325
                      3.930000                   -213.713135                     -1.323576
                      3.940000                   -211.867218                     -1.321201
                      3.950000                   -209.769592                     -1.318318
                      3.960000                   -207.588058                     -1.316876
                      3.970000                   -205.658234                     -1.314586
                      3.980000                   -203.644516                     -1.310091
                      3.990000                   -201.714691                     -1.307717
                      4.000000                   -199.700958                     -1.304155
                      4.010000                   -197.603333                     -1.301695
                      4.020000                   -195.757416                     -1.298473
                      4.030000                   -193.491974                     -1.295504
                      4.040000                   -191.729965                     -1.293130
                      4.050000                   -189.716232                     -1.291518
                      4.060000                   -187.702515                     -1.289568
                      4.070000                   -185.688797                     -1.284649
                      4.080000                   -183.675064                     -1.283801
                      4.090000                   -181.745239                     -1.278967
                      4.100000                   -179.647614                     -1.278458
                      4.110000                   -177.633896                     -1.277356
                      4.120000                   -175.620163                     -1.272691
                      4.130000                   -173.690338                     -1.268451
                      4.140000                   -171.676620                     -1.267094
                      4.150000                   -169.662903                     -1.263702
                      4.160000                   -167.900879                     -1.262005
                      4.170000                   -165.719345                     -1.259461
                      4.180000                   -163.537827                     -1.256154
                      4.190000                   -161.608002                     -1.254373
                      4.200000                   -159.845993                     -1.249115
                      4.210000                   -157.748367                     -1.248606
                      4.220000                   -155.482910                     -1.245129
                      4.230000                   -153.888718                     -1.243348
                      4.240000                   -151.707184                     -1.239871
                      4.250000                   -149.693451                     -1.238090
                      4.260000                   -147.847549                     -1.234274
                      4.270000                   -145.749908                     -1.232069
                      4.280000                   -143.736191                     -1.229609
                      4.290000                   -141.554657                     -1.227998
                      4.300000                   -139.708740                     -1.224521
                      4.310000                   -137.946732                     -1.222740
                      4.320000                   -135.597382                     -1.219178
                      4.330000                   -133.919281                     -1.217058
                      4.340000                   -131.737732                     -1.214344
                      4.350000                   -129.640106                     -1.212648
                      4.360000                   -127.458580                     -1.209255
                      4.370000                   -125.612663                     -1.205693
                      4.380000                   -123.766747                     -1.202810
                      4.390000                   -121.669113                     -1.200351
                      4.400000                   -119.823204                     -1.198485
                      4.410000                   -117.725563                     -1.195516
                      4.420000                   -115.711845                     -1.192209
                      4.430000                   -113.698128                     -1.190428
                      4.440000                   -111.600487                     -1.187460
                      4.450000                   -109.586761                     -1.185764
                      4.460000                   -107.740845                     -1.184068
                      4.470000                   -105.643219                     -1.180082
                      4.480000                   -103.629494                     -1.178385
                      4.490000                   -101.615768                     -1.174739
                      4.500000                    -99.602043                     -1.172534
                      4.510000                    -97.504417                     -1.170753
                      4.520000                    -95.574600                     -1.167445
                      4.530000                    -93.644768                     -1.163459
                      4.540000                    -91.966675                     -1.161848
                      4.550000                    -89.701233                     -1.162272
                      4.560000                    -87.603600                     -1.159473
                      4.570000                    -85.925491                     -1.154724
                      4.580000                    -83.660049                     -1.153876
                      4.590000                    -81.730232                     -1.149551
                      4.600000                    -79.716515                     -1.149890
                      4.610000                    -77.534973                     -1.146074
                      4.620000                    -75.605156                     -1.142003
                      4.630000                    -73.591431                     -1.140985
                      4.640000                    -71.661606                     -1.138865
                      4.650000                    -69.731789                     -1.136999
                      4.660000                    -67.718063                     -1.134540
                      4.670000                    -65.452621                     -1.131572
                      4.680000                    -63.690613                     -1.129621
                      4.690000                    -61.676888                     -1.126144
                      4.700000                    -59.579258                     -1.123430
                      4.710000                    -57.649437                     -1.121225
                      4.720000                    -55.635715                     -1.119614
                      4.730000                    -53.538082                     -1.116985
                      4.740000                    -51.776077                     -1.115543
                      4.750000                    -49.594540                     -1.115798
                      4.760000                    -47.664719                     -1.147431
                      4.770000                    -45.567089                     -1.146667
                      4.780000                    -43.469460                     -1.141240
                      4.790000                    -41.539642                     -1.135727
                      4.800000                    -39.525917                     -1.134540
                      4.810000                    -37.680000                     -1.132081
                      4.820000                    -35.834084                     -1.127671
                      4.830000                    -33.904266                     -1.125635
                      4.840000                    -31.806633                     -1.123345
                      4.850000                    -29.709005                     -1.122582
                      4.860000                    -27.611376                     -1.120547
                      4.870000                    -25.513744                     -1.115628
                      4.880000                    -23.583923                     -1.113678
                      4.890000                    -21.486296                     -1.112914
                      4.900000                    -19.808189                     -1.109352
                      4.910000                    -17.458843                     -1.107487
                      4.920000                    -15.529024                     -1.105536
                      4.930000                    -13.431395                     -1.103077
                      4.940000                    -11.501575                     -1.099091
                      4.950000                     -9.403944                     -1.095020
                      4.960000                     -7.474124                     -1.092645
                      4.970000                     -5.879925                     -1.090016
                      4.980000                     -3.698390                     -1.088914
                      4.990000                     -1.684664                     -1.086709
                      5.000000                      0.412966                     -1.084080
                      5.010000                      2.510596                     -1.081620
                      5.020000                      4.524321                     -1.077804
                      5.030000                      6.538046                     -1.077550
                      5.040000                      8.635676                     -1.074581
                      5.050000                     10.145969                     -1.070765
                      5.060000                     12.327506                     -1.068984
                      5.070000                     14.341230                     -1.064404
                      5.080000                     16.438860                     -1.065168
                      5.090000                     18.536491                     -1.062454
                      5.100000                     20.466312                     -1.057959
                      5.110000                     22.563942                     -1.056857
                      5.120000                     24.493761                     -1.054228
                      5.130000                     26.423580                     -1.052871
                      5.140000                     28.353401                     -1.052023
                      5.150000                     30.451031                     -1.048376
                      5.160000                     32.464756                     -1.046510
                      5.170000                     34.562386                     -1.044644
                      5.180000                     36.408302                     -1.042185
                      5.190000                     38.422028                     -1.042354
                      5.200000                     40.435749                     -1.040658
                      5.210000                     42.197762                     -1.037181
                      5.220000                     44.295391                     -1.035061
                      5.230000                     46.393021                     -1.032178
                      5.240000                     48.155029                     -1.032008
                      5.250000                     50.420471                     -1.028361
                      5.260000                     52.685913                     -1.025139
                      5.270000                     54.447922                     -1.024291
                      5.280000                     56.293835                     -1.022425
                      5.290000                     58.307560                     -1.022001
                      5.300000                     60.321289                     -1.017082
                      5.310000                     62.502819                     -1.015640
                      5.320000                     64.516548                     -1.013944
                      5.330000                     66.698082                     -1.009873
                      5.340000                     68.376183                     -1.006651
                      5.350000                     70.389908                     -1.005463
                      5.360000                     72.571442                     -1.003174
                      5.370000                     74.669075                     -1.001562
                      5.380000                     76.514992                     -0.999696
                      5.390000                     78.528709                     -0.997831
                      5.400000                     80.626350                     -0.995287
                      5.410000                     82.640068                     -0.993675
                      5.420000                     84.485985                     -0.992149
                      5.430000                     86.499710                     -0.990028
                      5.440000                     88.513435                     -0.987060
                      5.450000                     90.443260                     -0.984686
                      5.460000                     92.205261                     -0.982141
                      5.470000                     94.302895                     -0.980869
                      5.480000                     96.316620                     -0.977731
                      5.490000                     98.330345                     -0.975102
                      5.500000                    100.427979                     -0.975017
                      5.510000                    102.525604                     -0.972558
                      5.520000                    104.455421                     -0.970692
                      5.530000                    106.636963                     -0.967300
                      5.540000                    108.231163                     -0.966961
                      5.550000                    110.412689                     -0.965180
                      5.560000                    112.510323                     -0.963484
                      5.570000                    114.524055                     -0.961024
                      5.580000                    116.705582                     -0.958226
                      5.590000                    118.383690                     -0.956869
                      5.600000                    120.397415                     -0.954070
                      5.610000                    122.327240                     -0.952374
                      5.620000                    124.508766                     -0.950169
                      5.630000                    126.354691                     -0.946861
                      5.640000                    128.620132                     -0.946268
                      5.650000                    130.466049                     -0.942706
                      5.660000                    132.395859                     -0.941858
                      5.670000                    134.241776                     -0.939568
                      5.680000                    136.507217                     -0.937363
                      5.690000                    138.520935                     -0.936006
                      5.700000                    140.534668                     -0.932953
                      5.710000                    142.464493                     -0.931172
                      5.720000                    144.646027                     -0.930409
                      5.730000                    145.988510                     -0.926932
                      5.740000                    148.421753                     -0.926847
                      5.750000                    150.603287                     -0.923200
                      5.760000                    152.617020                     -0.922098
                      5.770000                    154.546844                     -0.919469
                      5.780000                    156.392761                     -0.917857
                      5.790000                    158.406479                     -0.914974
                      5.800000                    160.336304                     -0.912345
                      5.810000                    162.517838                     -0.911412
                      5.820000                    164.363739                     -0.910055
                      5.830000                    166.461380                     -0.906663
                      5.840000                    168.475098                     -0.903949
                      5.850000                    170.404922                     -0.901235
                      5.860000                    172.502563                     -0.899624
                      5.870000                    174.516281                     -0.899115
                      5.880000                    176.613922                     -0.899285
                      5.890000                    178.459824                     -0.894705
                      5.900000                    180.725266                     -0.892585
                      5.910000                    182.235550                     -0.890889
                      5.920000                    184.500992                     -0.888684
                      5.930000                    186.598633                     -0.886055
                      5.940000                    188.612350                     -0.885461
                      5.950000                    190.542175                     -0.883426
                      5.960000                    192.304169                     -0.880118
                      5.970000                    194.317917                     -0.879694
                      5.980000                    196.499435                     -0.876641
                      5.990000                    198.429276                     -0.874182
                      6.000000                    200.442993                     -0.874351
                      6.010000                    202.624512                     -0.869517
                      6.020000                    204.470428                     -0.869432
                      6.030000                    206.484146                     -0.866803
                      6.040000                    208.413986                     -0.864938
                      6.050000                    210.679428                     -0.864005
                      6.060000                    212.525330                     -0.863326
                      6.070000                    214.371246                     -0.860188
                      6.080000                    216.384964                     -0.860188
                      6.090000                    218.398712                     -0.856796
                      6.100000                    220.412430                     -0.854676
                      6.110000                    222.426147                     -0.852217
                      6.120000                    224.355972                     -0.850520
                      6.130000                    226.537506                     -0.849672
                      6.140000                    228.299515                     -0.848061
                      6.150000                    230.397141                     -0.845347
                      6.160000                    232.578690                     -0.843397
                      6.170000                    234.676300                     -0.841785
                      6.180000                    236.270523                     -0.840768
                      6.190000                    238.368134                     -0.839750
                      6.200000                    240.381866                     -0.836866
                      6.210000                    242.311676                     -0.835764
                      6.220000                    244.577118                     -0.833389
                      6.230000                    246.506943                     -0.831693
                      6.240000                    248.520676                     -0.830167
                      6.250000                    250.198776                     -0.827538
                      6.260000                    252.380310                     -0.825587
                      6.270000                    254.561844                     -0.823212
                      6.280000                    256.407776                     -0.821347
                      6.290000                    258.673218                     -0.819905
                      6.300000                    260.351318                     -0.816173
                      6.310000                    262.365021                     -0.814986
                      6.320000                    264.462677                     -0.814986
                      6.330000                    266.224670                     -0.813205
                      6.340000                    268.574036                     -0.810661
                      6.350000                    270.503845                     -0.807269
                      6.360000                    272.433655                     -0.805827
                      6.370000                    274.615173                     -0.804809
                      6.380000                    276.712830                     -0.804724
                      6.390000                    278.558746                     -0.801841
                      6.400000                    280.488556                     -0.799806
                      6.410000                    282.334473                     -0.798364
                      6.420000                    284.683807                     -0.796837
                      6.430000                    286.529724                     -0.794802
                      6.440000                    288.543457                     -0.792173
                      6.450000                    290.305450                     -0.791749
                      6.460000                    292.487000                     -0.787848
                      6.470000                    294.416809                     -0.786321
                      6.480000                    296.430542                     -0.784795
                      6.490000                    298.695984                     -0.783183
                      6.500000                    300.290192                     -0.781233
                      6.510000                    302.387817                     -0.779452
                      6.520000                    304.401550                     -0.778858
                      6.530000                    306.499176                     -0.775975
                      6.540000                    308.680725                     -0.774618
                      6.550000                    310.526611                     -0.773346
                      6.560000                    312.288635                     -0.771056
                      6.570000                    314.470184                     -0.769275
                      6.580000                    316.735626                     -0.767409
                      6.590000                    318.413727                     -0.766561
                      6.600000                    320.343536                     -0.765119
                      6.610000                    322.441162                     -0.764695
                      6.620000                    324.538788                     -0.762575
                      6.630000                    326.384705                     -0.760540
                      6.640000                    328.482330                     -0.759946
                      6.650000                    330.663879                     -0.759353
                      6.660000                    332.425873                     -0.756215
                      6.670000                    334.439606                     -0.753586
                      6.680000                    336.621155                     -0.752398
                      6.690000                    338.550964                     -0.750448
                      6.700000                    340.564697                     -0.748667
                      6.710000                    342.662292                     -0.746886
                      6.720000                    344.424347                     -0.744681
