                       Time(s)                         E(mV)                         I(mA)                         Q(mC)                 Capacity(mAh)                    Energy(Wh)                          P(W)
                      2.800000                   1993.413452                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      2.900000                   1992.993896                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      3.000000                   1993.665161                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      3.100000                   1993.581177                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      3.200000                   1993.665161                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      3.300000                   1993.413452                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      3.400000                   1993.497314                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      3.500000                   1993.161743                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      3.600000                   1993.916748                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      3.700000                   1993.749023                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      3.800000                   1994.000732                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      3.900000                   1994.084717                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      4.000000                   1993.749023                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      4.100000                   1993.916748                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      4.200000                   1993.497314                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      4.300000                   1993.749023                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      4.400000                   1993.665161                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      4.500000                   1993.413452                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      4.600000                   1993.749023                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      4.700000                   1994.168579                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      4.800000                   1993.916748                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      4.900000                   1993.497314                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      5.000000                   1993.665161                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      5.100000                   1994.084717                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      5.200000                   1994.084717                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      5.300000                   1994.420288                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      5.400000                   1994.504150                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      5.500000                   1994.755859                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      5.600000                   1994.168579                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      5.700000                   1995.259399                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      5.800000                   1995.175415                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      5.900000                   1994.336426                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      6.000000                   1995.511108                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      6.100000                   1995.091431                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      6.200000                   1994.671997                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      6.300000                   1994.504150                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      6.400000                   1994.923706                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      6.500000                   1995.511108                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      6.600000                   1995.427246                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      6.700000                   1994.923706                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      6.800000                   1995.678833                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      6.900000                   1995.762817                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      7.000000                   1995.511108                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      7.100000                   1995.511108                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      7.200000                   1995.259399                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      7.300000                   1994.755859                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      7.400000                   1994.671997                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      7.500000                   1994.755859                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      7.600000                   1995.175415                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      7.700000                   1995.007568                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      7.800000                   1995.091431                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      7.900000                   1994.923706                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      8.000000                   1995.007568                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      8.100000                   1996.685791                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      8.200000                   1995.762817                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      8.300000                   1995.259399                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      8.400000                   1994.420288                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      8.500000                   1993.329590                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      8.600000                   1993.077881                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      8.700000                   1992.742065                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      8.800000                   1993.245605                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      8.900000                   1993.329590                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      9.000000                   1993.665161                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      9.100000                   1994.336426                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      9.200000                   1995.091431                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      9.300000                   1995.259399                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      9.400000                   1995.175415                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      9.500000                   1995.343262                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      9.600000                   1995.175415                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      9.700000                   1995.091431                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      9.800000                   1995.427246                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      9.900000                   1995.594971                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     10.000000                   1995.091431                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     10.100000                   1994.504150                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     10.200000                   1994.336426                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     10.300000                   1994.000732                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     10.400000                   1993.665161                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     10.500000                   1993.329590                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     10.600000                   1994.000732                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     10.700000                   1994.671997                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     10.800000                   1994.755859                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     10.900000                   1994.671997                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     11.000000                   1994.755859                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     11.100000                   1994.923706                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     11.200000                   1995.091431                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     11.300000                   1996.014404                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     11.400000                   1995.091431                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     11.500000                   1995.259399                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     11.600000                   1995.007568                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     11.700000                   1995.343262                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     11.800000                   1996.014404                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     11.900000                   1995.762817                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     12.000000                   1995.678833                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     12.100000                   1996.434082                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     12.200000                   1996.098389                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     12.300000                   1995.343262                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     12.400000                   1995.511108                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     12.500000                   1995.511108                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     12.600000                   1995.511108                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     12.700000                   1995.511108                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     12.800000                   1995.678833                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     12.900000                   1995.511108                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     13.000000                   1995.259399                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     13.100000                   1995.511108                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     13.200000                   1995.007568                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     13.300000                   1995.175415                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     13.400000                   1995.259399                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     13.500000                   1995.762817                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     13.600000                   1995.930542                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     13.700000                   1995.343262                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     13.800000                   1995.175415                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     13.900000                   1995.175415                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     14.000000                   1995.678833                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     14.100000                   1996.182251                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     14.200000                   1996.434082                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     14.300000                   1995.846680                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     14.400000                   1996.350220                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     14.500000                   1996.098389                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     14.600000                   1995.343262                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     14.700000                   1995.427246                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     14.800000                   1995.427246                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     14.900000                   1995.511108                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     15.000000                   1995.678833                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     15.100000                   1995.343262                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     15.200000                   1995.007568                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     15.300000                   1995.175415                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     15.400000                   1995.427246                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     15.500000                   1995.259399                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     15.600000                   1995.175415                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     15.700000                   1995.091431                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     15.800000                   1994.671997                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     15.900000                   1993.665161                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     16.000000                   1994.084717                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     16.100000                   1994.168579                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     16.200001                   1994.252563                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     16.299999                   1994.839722                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     16.400000                   1996.350220                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     16.500000                   1995.091431                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     16.600000                   1994.588135                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     16.700001                   1994.671997                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     16.799999                   1995.259399                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     16.900000                   1995.427246                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     17.000000                   1995.427246                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     17.100000                   1995.091431                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     17.200001                   1994.839722                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     17.299999                   1994.755859                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     17.400000                   1995.007568                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     17.500000                   1994.588135                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     17.600000                   1994.755859                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     17.700001                   1994.755859                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     17.799999                   1994.420288                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     17.900000                   1994.336426                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     18.000000                   1994.420288                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     18.100000                   1994.755859                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     18.200001                   1994.671997                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     18.299999                   1994.923706                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     18.400000                   1995.007568                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     18.500000                   1994.839722                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     18.600000                   1993.832886                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     18.700001                   1994.588135                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     18.799999                   1994.839722                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     18.900000                   1994.839722                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     19.000000                   1994.671997                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     19.100000                   1994.671997                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     19.200001                   1994.588135                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     19.299999                   1994.420288                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     19.400000                   1994.336426                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     19.500000                   1994.336426                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     19.600000                   1994.671997                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     19.700001                   1994.755859                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     19.799999                   1995.007568                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                       Time(s)                         E(mV)                         I(mA)                         Q(mC)                 Capacity(mAh)                    Energy(Wh)                          P(W)
                      0.100000                   2057.013672                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      0.200000                   2057.684814                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      0.300000                   2057.936523                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      0.400000                   2058.020508                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      0.500000                   2058.523682                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      0.600000                   2058.775635                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      0.700000                   2058.775635                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      0.800000                   2058.859619                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      0.900000                   2059.362793                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      1.000000                   2059.279053                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      1.100000                   2059.446777                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      1.200000                   2060.034180                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      1.300000                   2060.285889                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      1.400000                   2060.201904                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      1.500000                   2060.537598                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      1.600000                   2060.789307                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      1.700000                   2061.041016                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      1.800000                   2061.125000                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      1.900000                   2061.628418                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      2.000000                   2061.880127                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      2.100000                   2061.963867                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      2.200000                   2062.047852                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      2.300000                   2062.383545                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      2.400000                   2062.718994                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      2.500000                   2062.718994                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      2.600000                   2062.970703                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      2.700000                   2063.306396                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      2.800000                   2063.306396                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      2.900000                   2063.558105                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      3.000000                   2063.642090                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      3.100000                   2064.061523                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      3.200000                   2064.061523                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      3.300000                   2064.229248                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      3.400000                   2064.229248                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      3.500000                   2064.732910                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      3.600000                   2064.732910                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      3.700000                   2065.236328                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      3.800000                   2065.152344                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      3.900000                   2065.404053                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      4.000000                   2065.320068                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      4.100000                   2065.739746                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      4.200000                   2065.907471                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      4.300000                   2065.991455                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      4.400000                   2065.991455                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      4.500000                   2065.991455                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      4.600000                   2066.326904                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      4.700000                   2066.830566                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      4.800000                   2066.578613                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      4.900000                   2066.998291                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      5.000000                   2067.333984                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      5.100000                   2067.585449                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      5.200000                   2067.585449                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      5.300000                   2067.669434                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      5.400000                   2067.837402                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      5.500000                   2067.921387                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      5.600000                   2068.173096                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      5.700000                   2068.340820                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      5.800000                   2068.592529                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      5.900000                   2068.760254                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      6.000000                   2068.592529                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      6.100000                   2068.760254                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      6.200000                   2069.095947                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      6.300000                   2069.095947                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      6.400000                   2069.011963                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      6.500000                   2069.683105                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      6.600000                   2069.599365                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      6.700000                   2069.767090                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      6.800000                   2069.767090                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      6.900000                   2069.851074                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      7.000000                   2070.186768                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      7.100000                   2069.851074                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      7.200000                   2070.354492                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      7.300000                   2070.186768                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      7.400000                   2070.606201                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      7.500000                   2070.773926                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      7.600000                   2070.606201                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      7.700000                   2071.109619                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      7.800000                   2070.773926                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      7.900000                   2071.109619                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      8.000000                   2071.025635                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      8.100000                   2071.361328                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      8.200000                   2071.445312                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      8.300000                   2071.445312                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      8.400000                   2071.529297                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      8.500000                   2071.864746                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      8.600000                   2072.116455                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      8.700000                   2071.948730                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      8.800000                   2071.948730                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      8.900000                   2072.284424                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      9.000000                   2072.368164                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      9.100000                   2072.452148                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      9.200000                   2072.619873                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      9.300000                   2072.955566                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      9.400000                   2072.871582                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      9.500000                   2072.955566                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      9.600000                   2073.207275                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      9.700000                   2073.207275                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      9.800000                   2073.458984                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                      9.900000                   2073.291016                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     10.000000                   2073.458984                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     10.100000                   2073.458984                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     10.200000                   2073.878418                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     10.300000                   2073.794678                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     10.400000                   2074.046387                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     10.500000                   2074.046387                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     10.600000                   2073.962402                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     10.700000                   2074.214111                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     10.800000                   2074.214111                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     10.900000                   2074.130127                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     11.000000                   2074.717529                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     11.100000                   2074.549805                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     11.200000                   2074.801514                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     11.300000                   2074.885498                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     11.400000                   2074.885498                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     11.500000                   2074.801514                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
                     11.600000                   2075.137207                      0.000000                      0.000000                      0.000000                      0.000000                      0.000000
